seed,p_2Q(%),Degree,Sample Variance
140.0,0.006999999999999999,2,5196968.180320516
141.0,0.006999999999999999,2,5243641.885367631
142.0,0.006999999999999999,2,5260410.927752444
143.0,0.006999999999999999,2,5210269.524478671
144.0,0.006999999999999999,2,5317090.023065231
145.0,0.006999999999999999,2,5102728.449881473
146.0,0.006999999999999999,2,5256299.654456656
147.0,0.006999999999999999,2,5132491.122554435
148.0,0.006999999999999999,2,5200587.983321147
149.0,0.006999999999999999,2,5209757.719100098
150.0,0.006999999999999999,2,0.36791320312399284
290.0,0.006999999999999999,3,3859646.627924074
291.0,0.006999999999999999,3,4282085.689317621
292.0,0.006999999999999999,3,4536200.164683387
293.0,0.006999999999999999,3,4271178.652654279
294.0,0.006999999999999999,3,3958673.9355734293
295.0,0.006999999999999999,3,3815798.609414871
296.0,0.006999999999999999,3,3912180.7530061104
297.0,0.006999999999999999,3,3816281.9916499536
298.0,0.006999999999999999,3,4323138.886486931
299.0,0.006999999999999999,3,4030717.4626930743
300.0,0.006999999999999999,3,1.2324932269546458
440.0,0.006999999999999999,4,3829810.8052319535
441.0,0.006999999999999999,4,3865980.385216951
442.0,0.006999999999999999,4,3623937.5360870855
443.0,0.006999999999999999,4,3875412.013872782
444.0,0.006999999999999999,4,3871643.793709075
445.0,0.006999999999999999,4,3816543.906940088
446.0,0.006999999999999999,4,3912180.7530061104
447.0,0.006999999999999999,4,3816281.9916499536
448.0,0.006999999999999999,4,3878755.3350894097
449.0,0.006999999999999999,4,3884220.9475547043
450.0,0.006999999999999999,4,0.6360989703485793
590.0,0.006999999999999999,5,3175220.2209413457
591.0,0.006999999999999999,5,3224528.2642504284
592.0,0.006999999999999999,5,3261183.62952775
593.0,0.006999999999999999,5,3172276.4414484813
594.0,0.006999999999999999,5,3279565.900697015
595.0,0.006999999999999999,5,3139212.3106336202
596.0,0.006999999999999999,5,3241405.0046323305
597.0,0.006999999999999999,5,3147831.236068049
598.0,0.006999999999999999,5,3505010.1535871173
599.0,0.006999999999999999,5,3197379.1634863317
600.0,0.006999999999999999,5,1.9620028161745204
740.0,0.006999999999999999,6,3175220.2209413457
741.0,0.006999999999999999,6,3224528.2642504284
742.0,0.006999999999999999,6,3261183.62952775
743.0,0.006999999999999999,6,3172276.4414484813
744.0,0.006999999999999999,6,3279565.900697015
745.0,0.006999999999999999,6,3139212.3106336202
746.0,0.006999999999999999,6,3241405.0046323305
747.0,0.006999999999999999,6,3147831.236068049
748.0,0.006999999999999999,6,3193044.6639243746
749.0,0.006999999999999999,6,3199680.071217158
750.0,0.006999999999999999,6,1.9620028161745204
890.0,0.006999999999999999,7,3175220.2209413457
891.0,0.006999999999999999,7,3224528.2642504284
892.0,0.006999999999999999,7,3261183.62952775
893.0,0.006999999999999999,7,3172276.4414484813
894.0,0.006999999999999999,7,3279565.900697015
895.0,0.006999999999999999,7,3139212.3106336202
896.0,0.006999999999999999,7,3241405.0046323305
897.0,0.006999999999999999,7,3147831.236068049
898.0,0.006999999999999999,7,3193044.6639243746
899.0,0.006999999999999999,7,3199680.071217158
900.0,0.006999999999999999,7,1.9620028161745204
1040.0,0.006999999999999999,8,3175220.2209413457
1041.0,0.006999999999999999,8,3224528.2642504284
1042.0,0.006999999999999999,8,3261183.62952775
1043.0,0.006999999999999999,8,3172276.4414484813
1044.0,0.006999999999999999,8,3279565.900697015
1045.0,0.006999999999999999,8,3139212.3106336202
1046.0,0.006999999999999999,8,3241405.0046323305
1047.0,0.006999999999999999,8,3147831.236068049
1048.0,0.006999999999999999,8,3193044.6639243746
1049.0,0.006999999999999999,8,3199680.071217158
1050.0,0.006999999999999999,8,1.9620028161745204
1190.0,0.006999999999999999,9,3175220.2209413457
1191.0,0.006999999999999999,9,3224528.2642504284
1192.0,0.006999999999999999,9,3261183.62952775
1193.0,0.006999999999999999,9,3172276.4414484813
1194.0,0.006999999999999999,9,3279565.900697015
1195.0,0.006999999999999999,9,3139212.3106336202
1196.0,0.006999999999999999,9,3241405.0046323305
1197.0,0.006999999999999999,9,3147831.236068049
1198.0,0.006999999999999999,9,3193044.6639243746
1199.0,0.006999999999999999,9,3199680.071217158
1200.0,0.006999999999999999,9,1.9620028161745204
1340.0,0.006999999999999999,10,3175220.2209413457
1341.0,0.006999999999999999,10,3224528.2642504284
1342.0,0.006999999999999999,10,3261183.62952775
1343.0,0.006999999999999999,10,3172276.4414484813
1344.0,0.006999999999999999,10,3279565.900697015
1345.0,0.006999999999999999,10,3139212.3106336202
1346.0,0.006999999999999999,10,3241405.0046323305
1347.0,0.006999999999999999,10,3147831.236068049
1348.0,0.006999999999999999,10,3193044.6639243746
1349.0,0.006999999999999999,10,3199680.071217158
1350.0,0.006999999999999999,10,1.9620028161745204
1490.0,0.006999999999999999,11,2635195.7246382334
1491.0,0.006999999999999999,11,2682776.121867547
1492.0,0.006999999999999999,11,2686612.5401196266
1493.0,0.006999999999999999,11,2622352.6048920862
1494.0,0.006999999999999999,11,2723951.819788355
1495.0,0.006999999999999999,11,2591478.3248870536
1496.0,0.006999999999999999,11,2697059.9259670307
1497.0,0.006999999999999999,11,2618003.083089507
1498.0,0.006999999999999999,11,2642459.1956476294
1499.0,0.006999999999999999,11,2644383.0699705235
130.0,0.009726468460611966,2,5067447.854782466
131.0,0.009726468460611966,2,5123964.8795443615
132.0,0.009726468460611966,2,5127762.3401155695
133.0,0.009726468460611966,2,5064073.321286026
134.0,0.009726468460611966,2,5179744.205207496
135.0,0.009726468460611966,2,4984495.62879196
136.0,0.009726468460611966,2,5138561.108368981
137.0,0.009726468460611966,2,5003426.673697675
138.0,0.009726468460611966,2,5075314.930752834
139.0,0.009726468460611966,2,5077631.39846211
140.0,0.009726468460611966,2,0.36768665193742706
280.0,0.009726468460611966,3,4751820.114523322
281.0,0.009726468460611966,3,4851900.487280038
282.0,0.009726468460611966,3,4963226.437302791
283.0,0.009726468460611966,3,4746860.890878306
284.0,0.009726468460611966,3,4852802.339364251
285.0,0.009726468460611966,3,4645686.124141699
286.0,0.009726468460611966,3,4788170.012963038
287.0,0.009726468460611966,3,4671834.208756673
288.0,0.009726468460611966,3,4732876.269761093
289.0,0.009726468460611966,3,4762292.9056371525
290.0,0.009726468460611966,3,0.9209815453049308
430.0,0.009726468460611966,4,4378340.161510607
431.0,0.009726468460611966,4,4246937.69726858
432.0,0.009726468460611966,4,3910092.5037090476
433.0,0.009726468460611966,4,4165172.3939419077
434.0,0.009726468460611966,4,4194853.06329351
435.0,0.009726468460611966,4,4320413.403351396
436.0,0.009726468460611966,4,4755913.130874519
437.0,0.009726468460611966,4,4183534.1134728044
438.0,0.009726468460611966,4,4667403.986584047
439.0,0.009726468460611966,4,4801798.53109365
440.0,0.009726468460611966,4,0.6361420404615504
580.0,0.009726468460611966,5,3738829.7387152216
581.0,0.009726468460611966,5,3793023.455654451
582.0,0.009726468460611966,5,3792990.6456501433
583.0,0.009726468460611966,5,3746428.5361864707
584.0,0.009726468460611966,5,3824303.542572137
585.0,0.009726468460611966,5,3695789.94413026
586.0,0.009726468460611966,5,3801497.781681629
587.0,0.009726468460611966,5,3705910.289856852
588.0,0.009726468460611966,5,3726645.861733356
589.0,0.009726468460611966,5,3755665.730032972
590.0,0.009726468460611966,5,1.007359569486275
730.0,0.009726468460611966,6,3738829.7387152216
731.0,0.009726468460611966,6,3793023.455654451
732.0,0.009726468460611966,6,3792990.6456501433
733.0,0.009726468460611966,6,3746428.5361864707
734.0,0.009726468460611966,6,3824303.542572137
735.0,0.009726468460611966,6,3695789.94413026
736.0,0.009726468460611966,6,3801497.781681629
737.0,0.009726468460611966,6,3705910.289856852
738.0,0.009726468460611966,6,3765226.562542567
739.0,0.009726468460611966,6,3755126.2017698037
740.0,0.009726468460611966,6,1.007359569486275
880.0,0.009726468460611966,7,3738829.7387152216
881.0,0.009726468460611966,7,3793023.455654451
882.0,0.009726468460611966,7,3792990.6456501433
883.0,0.009726468460611966,7,3746428.5361864707
884.0,0.009726468460611966,7,3824303.542572137
885.0,0.009726468460611966,7,3695789.94413026
886.0,0.009726468460611966,7,3801497.781681629
887.0,0.009726468460611966,7,3705910.289856852
888.0,0.009726468460611966,7,3765226.562542567
889.0,0.009726468460611966,7,3755126.2017698037
890.0,0.009726468460611966,7,1.007359569486275
1030.0,0.009726468460611966,8,3738829.7387152216
1031.0,0.009726468460611966,8,3793023.455654451
1032.0,0.009726468460611966,8,3792990.6456501433
1033.0,0.009726468460611966,8,3746428.5361864707
1034.0,0.009726468460611966,8,3824303.542572137
1035.0,0.009726468460611966,8,3695789.94413026
1036.0,0.009726468460611966,8,3801497.781681629
1037.0,0.009726468460611966,8,3705910.289856852
1038.0,0.009726468460611966,8,3765226.562542567
1039.0,0.009726468460611966,8,3755126.2017698037
1040.0,0.009726468460611966,8,1.007359569486275
1180.0,0.009726468460611966,9,3738829.7387152216
1181.0,0.009726468460611966,9,3793023.455654451
1182.0,0.009726468460611966,9,3792990.6456501433
1183.0,0.009726468460611966,9,3746428.5361864707
1184.0,0.009726468460611966,9,3824303.542572137
1185.0,0.009726468460611966,9,3695789.94413026
1186.0,0.009726468460611966,9,3801497.781681629
1187.0,0.009726468460611966,9,3705910.289856852
1188.0,0.009726468460611966,9,3765226.562542567
1189.0,0.009726468460611966,9,3755126.2017698037
1190.0,0.009726468460611966,9,1.007359569486275
1330.0,0.009726468460611966,10,3738829.7387152216
1331.0,0.009726468460611966,10,3793023.455654451
1332.0,0.009726468460611966,10,3792990.6456501433
1333.0,0.009726468460611966,10,3746428.5361864707
1334.0,0.009726468460611966,10,3824303.542572137
1335.0,0.009726468460611966,10,3695789.94413026
1336.0,0.009726468460611966,10,3801497.781681629
1337.0,0.009726468460611966,10,3705910.289856852
1338.0,0.009726468460611966,10,3765226.562542567
1339.0,0.009726468460611966,10,3755126.2017698037
1340.0,0.009726468460611966,10,1.007359569486275
1480.0,0.009726468460611966,11,2635195.7246382334
1481.0,0.009726468460611966,11,2682776.121867547
1482.0,0.009726468460611966,11,2686612.5401196266
1483.0,0.009726468460611966,11,2622352.6048920862
1484.0,0.009726468460611966,11,2723951.819788355
1485.0,0.009726468460611966,11,2591478.3248870536
1486.0,0.009726468460611966,11,2697059.9259670307
1487.0,0.009726468460611966,11,2618003.083089507
1488.0,0.009726468460611966,11,2642459.1956476294
1489.0,0.009726468460611966,11,2639262.081159826
1490.0,0.009726468460611966,11,2.481670495261486
120.0,0.013514884102182755,2,4980585.828022558
121.0,0.013514884102182755,2,5034928.798955694
122.0,0.013514884102182755,2,5050573.072630288
123.0,0.013514884102182755,2,4974341.093259373
124.0,0.013514884102182755,2,5089213.906734716
125.0,0.013514884102182755,2,4908049.465484526
126.0,0.013514884102182755,2,5043212.278098006
127.0,0.013514884102182755,2,4924086.930979813
128.0,0.013514884102182755,2,4966600.580337404
129.0,0.013514884102182755,2,5004421.017359749
130.0,0.013514884102182755,2,0.6362799088021772
270.0,0.013514884102182755,3,4751820.114523322
271.0,0.013514884102182755,3,4872263.773314904
272.0,0.013514884102182755,3,4862930.861983644
273.0,0.013514884102182755,3,4544870.531527817
274.0,0.013514884102182755,3,4851164.415664618
275.0,0.013514884102182755,3,4645686.124141699
276.0,0.013514884102182755,3,4788170.012963038
277.0,0.013514884102182755,3,4671834.208756673
278.0,0.013514884102182755,3,4912396.190020547
279.0,0.013514884102182755,3,4711160.499723455
280.0,0.013514884102182755,3,0.5746686463626277
420.0,0.013514884102182755,4,4440615.409116477
421.0,0.013514884102182755,4,4289299.870477767
422.0,0.013514884102182755,4,4080654.632595502
423.0,0.013514884102182755,4,4164307.888651601
424.0,0.013514884102182755,4,4271380.888699343
425.0,0.013514884102182755,4,4324352.513636324
426.0,0.013514884102182755,4,4814802.388027167
427.0,0.013514884102182755,4,4182016.019187487
428.0,0.013514884102182755,4,4667403.986584047
429.0,0.013514884102182755,4,4863398.441416873
430.0,0.013514884102182755,4,0.36792430991452874
570.0,0.013514884102182755,5,3859646.627924074
571.0,0.013514884102182755,5,3918542.7490890627
572.0,0.013514884102182755,5,3924325.2762707085
573.0,0.013514884102182755,5,3852888.302677265
574.0,0.013514884102182755,5,3956869.7412185688
575.0,0.013514884102182755,5,3815798.609414871
576.0,0.013514884102182755,5,3912180.7530061104
577.0,0.013514884102182755,5,3816281.9916499536
578.0,0.013514884102182755,5,4031156.6039039926
579.0,0.013514884102182755,5,3873764.8429165357
580.0,0.013514884102182755,5,0.3676260458445772
720.0,0.013514884102182755,6,3859646.627924074
721.0,0.013514884102182755,6,3918542.7490890627
722.0,0.013514884102182755,6,3924325.2762707085
723.0,0.013514884102182755,6,3852888.302677265
724.0,0.013514884102182755,6,3956869.7412185688
725.0,0.013514884102182755,6,3815798.609414871
726.0,0.013514884102182755,6,3912180.7530061104
727.0,0.013514884102182755,6,3816281.9916499536
728.0,0.013514884102182755,6,3878755.3350894097
729.0,0.013514884102182755,6,3872218.7902344815
730.0,0.013514884102182755,6,0.3676260458445772
870.0,0.013514884102182755,7,3859646.627924074
871.0,0.013514884102182755,7,3918542.7490890627
872.0,0.013514884102182755,7,3924325.2762707085
873.0,0.013514884102182755,7,3852888.302677265
874.0,0.013514884102182755,7,3956869.7412185688
875.0,0.013514884102182755,7,3815798.609414871
876.0,0.013514884102182755,7,3912180.7530061104
877.0,0.013514884102182755,7,3816281.9916499536
878.0,0.013514884102182755,7,3878755.3350894097
879.0,0.013514884102182755,7,3872218.7902344815
880.0,0.013514884102182755,7,0.3676260458445772
1020.0,0.013514884102182755,8,3859646.627924074
1021.0,0.013514884102182755,8,3918542.7490890627
1022.0,0.013514884102182755,8,3924325.2762707085
1023.0,0.013514884102182755,8,3852888.302677265
1024.0,0.013514884102182755,8,3956869.7412185688
1025.0,0.013514884102182755,8,3815798.609414871
1026.0,0.013514884102182755,8,3912180.7530061104
1027.0,0.013514884102182755,8,3816281.9916499536
1028.0,0.013514884102182755,8,3878755.3350894097
1029.0,0.013514884102182755,8,3872218.7902344815
1030.0,0.013514884102182755,8,0.3676260458445772
1170.0,0.013514884102182755,9,3859646.627924074
1171.0,0.013514884102182755,9,3918542.7490890627
1172.0,0.013514884102182755,9,3924325.2762707085
1173.0,0.013514884102182755,9,3852888.302677265
1174.0,0.013514884102182755,9,3956869.7412185688
1175.0,0.013514884102182755,9,3815798.609414871
1176.0,0.013514884102182755,9,3912180.7530061104
1177.0,0.013514884102182755,9,3816281.9916499536
1178.0,0.013514884102182755,9,3878755.3350894097
1179.0,0.013514884102182755,9,3872218.7902344815
1180.0,0.013514884102182755,9,0.3676260458445772
1320.0,0.013514884102182755,10,3859646.627924074
1321.0,0.013514884102182755,10,3918542.7490890627
1322.0,0.013514884102182755,10,3924325.2762707085
1323.0,0.013514884102182755,10,3852888.302677265
1324.0,0.013514884102182755,10,3956869.7412185688
1325.0,0.013514884102182755,10,3815798.609414871
1326.0,0.013514884102182755,10,3912180.7530061104
1327.0,0.013514884102182755,10,3816281.9916499536
1328.0,0.013514884102182755,10,3878755.3350894097
1329.0,0.013514884102182755,10,3872218.7902344815
1330.0,0.013514884102182755,10,0.3676260458445772
1470.0,0.013514884102182755,11,2635195.7246382334
1471.0,0.013514884102182755,11,2682776.121867547
1472.0,0.013514884102182755,11,2686612.5401196266
1473.0,0.013514884102182755,11,2622352.6048920862
1474.0,0.013514884102182755,11,2723951.819788355
1475.0,0.013514884102182755,11,2591478.3248870536
1476.0,0.013514884102182755,11,2697059.9259670307
1477.0,0.013514884102182755,11,2618003.083089507
1478.0,0.013514884102182755,11,2642459.1956476294
1479.0,0.013514884102182755,11,2639262.081159826
1480.0,0.013514884102182755,11,2.481670495261486
110.0,0.01877887056695808,2,4952051.179565684
111.0,0.01877887056695808,2,5004327.863978287
112.0,0.01877887056695808,2,5025300.119903307
113.0,0.01877887056695808,2,4938920.415965089
114.0,0.01877887056695808,2,5054055.1516093705
115.0,0.01877887056695808,2,4884418.954686321
116.0,0.01877887056695808,2,5017527.945502161
117.0,0.01877887056695808,2,4904940.132884602
118.0,0.01877887056695808,2,4946888.635247828
119.0,0.01877887056695808,2,4978562.747168731
120.0,0.01877887056695808,2,0.36772297528016257
260.0,0.01877887056695808,3,5040326.0711187655
261.0,0.01877887056695808,3,5370708.540047614
262.0,0.01877887056695808,3,5217218.622858429
263.0,0.01877887056695808,3,5123903.832974891
264.0,0.01877887056695808,3,5215232.6665563015
265.0,0.01877887056695808,3,4976743.716206683
266.0,0.01877887056695808,3,5181543.192045163
267.0,0.01877887056695808,3,5029252.366955111
268.0,0.01877887056695808,3,5126901.669782008
269.0,0.01877887056695808,3,5346893.662991068
270.0,0.01877887056695808,3,0.6362764158701324
410.0,0.01877887056695808,4,4992210.615769239
411.0,0.01877887056695808,4,4857993.431124929
412.0,0.01877887056695808,4,4784979.1856862055
413.0,0.01877887056695808,4,5054431.955354762
414.0,0.01877887056695808,4,5198852.351822432
415.0,0.01877887056695808,4,4770102.866309261
416.0,0.01877887056695808,4,5085939.375088087
417.0,0.01877887056695808,4,4873718.402160377
418.0,0.01877887056695808,4,5063022.443211444
419.0,0.01877887056695808,4,4926132.399182069
420.0,0.01877887056695808,4,1.2208649392524427
560.0,0.01877887056695808,5,4751820.114523322
561.0,0.01877887056695808,5,4795190.510439097
562.0,0.01877887056695808,5,4822609.840750821
563.0,0.01877887056695808,5,4747361.302625955
564.0,0.01877887056695808,5,4852802.339364251
565.0,0.01877887056695808,5,4645686.124141699
566.0,0.01877887056695808,5,4788170.012963038
567.0,0.01877887056695808,5,4671834.208756673
568.0,0.01877887056695808,5,4830083.053695249
569.0,0.01877887056695808,5,4765533.561519462
570.0,0.01877887056695808,5,0.9209815453049308
710.0,0.01877887056695808,6,4751820.114523322
711.0,0.01877887056695808,6,4795190.510439097
712.0,0.01877887056695808,6,4822609.840750821
713.0,0.01877887056695808,6,4747361.302625955
714.0,0.01877887056695808,6,4852802.339364251
715.0,0.01877887056695808,6,4645686.124141699
716.0,0.01877887056695808,6,4788170.012963038
717.0,0.01877887056695808,6,4671834.208756673
718.0,0.01877887056695808,6,4732876.269761093
719.0,0.01877887056695808,6,4762292.9056371525
720.0,0.01877887056695808,6,0.9209815453049308
860.0,0.01877887056695808,7,4751820.114523322
861.0,0.01877887056695808,7,4795190.510439097
862.0,0.01877887056695808,7,4822609.840750821
863.0,0.01877887056695808,7,4747361.302625955
864.0,0.01877887056695808,7,4852802.339364251
865.0,0.01877887056695808,7,4645686.124141699
866.0,0.01877887056695808,7,4788170.012963038
867.0,0.01877887056695808,7,4671834.208756673
868.0,0.01877887056695808,7,4732876.269761093
869.0,0.01877887056695808,7,4762292.9056371525
870.0,0.01877887056695808,7,0.9209815453049308
1010.0,0.01877887056695808,8,4751820.114523322
1011.0,0.01877887056695808,8,4795190.510439097
1012.0,0.01877887056695808,8,4822609.840750821
1013.0,0.01877887056695808,8,4747361.302625955
1014.0,0.01877887056695808,8,4852802.339364251
1015.0,0.01877887056695808,8,4645686.124141699
1016.0,0.01877887056695808,8,4788170.012963038
1017.0,0.01877887056695808,8,4671834.208756673
1018.0,0.01877887056695808,8,4858220.729966301
1019.0,0.01877887056695808,8,4761515.384183989
1020.0,0.01877887056695808,8,0.9209815453049308
1160.0,0.01877887056695808,9,4751820.114523322
1161.0,0.01877887056695808,9,4795190.510439097
1162.0,0.01877887056695808,9,4822609.840750821
1163.0,0.01877887056695808,9,4735512.332225898
1164.0,0.01877887056695808,9,4851164.415664618
1165.0,0.01877887056695808,9,4645686.124141699
1166.0,0.01877887056695808,9,4779804.6664553
1167.0,0.01877887056695808,9,4612013.804408308
1168.0,0.01877887056695808,9,4732125.20988417
1169.0,0.01877887056695808,9,4712363.719035548
1170.0,0.01877887056695808,9,1.0215338528448292
1310.0,0.01877887056695808,10,4315816.617608001
1311.0,0.01877887056695808,10,4734676.758224085
1312.0,0.01877887056695808,10,4603144.272148276
1313.0,0.01877887056695808,10,4281385.719571273
1314.0,0.01877887056695808,10,4521818.806026203
1315.0,0.01877887056695808,10,4473130.953370047
1316.0,0.01877887056695808,10,4574675.710436244
1317.0,0.01877887056695808,10,4391796.584899569
1318.0,0.01877887056695808,10,4608352.934297391
1319.0,0.01877887056695808,10,4661965.026893381
1320.0,0.01877887056695808,10,1.6789138328613582
1460.0,0.01877887056695808,11,2818010.821952786
1461.0,0.01877887056695808,11,2886585.725801909
1462.0,0.01877887056695808,11,2889222.371206448
1463.0,0.01877887056695808,11,2819053.882997206
1464.0,0.01877887056695808,11,2933027.8082369054
1465.0,0.01877887056695808,11,2780145.4312777543
1466.0,0.01877887056695808,11,2889037.779846718
1467.0,0.01877887056695808,11,2791779.118470208
1468.0,0.01877887056695808,11,2852064.23328603
1469.0,0.01877887056695808,11,2846261.83999064
1470.0,0.01877887056695808,11,0.6362126131278515
100.0,0.02609315604220459,2,5367832.798901794
101.0,0.02609315604220459,2,5418377.980693507
102.0,0.02609315604220459,2,5469314.067715879
103.0,0.02609315604220459,2,5381431.324464282
104.0,0.02609315604220459,2,5483916.391320816
105.0,0.02609315604220459,2,5294648.097486503
106.0,0.02609315604220459,2,5442027.717701696
107.0,0.02609315604220459,2,5330926.808514128
108.0,0.02609315604220459,2,5376463.146767192
109.0,0.02609315604220459,2,5392720.633639812
110.0,0.02609315604220459,2,5.85972717838713
250.0,0.02609315604220459,3,5287136.599742305
251.0,0.02609315604220459,3,5312612.827468974
252.0,0.02609315604220459,3,5781120.278404389
253.0,0.02609315604220459,3,5171311.291559622
254.0,0.02609315604220459,3,5350872.469878958
255.0,0.02609315604220459,3,5005315.2831478575
256.0,0.02609315604220459,3,5419873.059535033
257.0,0.02609315604220459,3,5299507.651725729
258.0,0.02609315604220459,3,5195757.921618237
259.0,0.02609315604220459,3,5143921.987123563
260.0,0.02609315604220459,3,0.6362383457317844
400.0,0.02609315604220459,4,5091879.1136159245
401.0,0.02609315604220459,4,5425619.036595923
402.0,0.02609315604220459,4,5048734.206288106
403.0,0.02609315604220459,4,5320285.929204699
404.0,0.02609315604220459,4,5272902.638170543
405.0,0.02609315604220459,4,4959681.632136864
406.0,0.02609315604220459,4,5373344.529581779
407.0,0.02609315604220459,4,5083072.078430314
408.0,0.02609315604220459,4,5030503.964846444
409.0,0.02609315604220459,4,5059290.562918435
410.0,0.02609315604220459,4,0.6361146951572576
550.0,0.02609315604220459,5,5100929.712604243
551.0,0.02609315604220459,5,5156938.433084763
552.0,0.02609315604220459,5,5160179.3577155955
553.0,0.02609315604220459,5,5092970.773875614
554.0,0.02609315604220459,5,5215232.758735355
555.0,0.02609315604220459,5,5016921.115348213
556.0,0.02609315604220459,5,5172951.517293559
557.0,0.02609315604220459,5,5037133.955118535
558.0,0.02609315604220459,5,4902618.170727046
559.0,0.02609315604220459,5,5115009.489445346
560.0,0.02609315604220459,5,0.6362383457317844
700.0,0.02609315604220459,6,5100929.712604243
701.0,0.02609315604220459,6,5156938.433084763
702.0,0.02609315604220459,6,5160179.3577155955
703.0,0.02609315604220459,6,5092970.773875614
704.0,0.02609315604220459,6,5215232.758735355
705.0,0.02609315604220459,6,5016921.115348213
706.0,0.02609315604220459,6,5172951.517293559
707.0,0.02609315604220459,6,5037133.955118535
708.0,0.02609315604220459,6,5105503.447116599
709.0,0.02609315604220459,6,5115009.489445346
710.0,0.02609315604220459,6,0.6362383457317844
850.0,0.02609315604220459,7,5100929.712604243
851.0,0.02609315604220459,7,5156938.433084763
852.0,0.02609315604220459,7,5160179.3577155955
853.0,0.02609315604220459,7,5092970.773875614
854.0,0.02609315604220459,7,5205988.228259051
855.0,0.02609315604220459,7,5016921.206551528
856.0,0.02609315604220459,7,5172951.517293559
857.0,0.02609315604220459,7,5037133.955118535
858.0,0.02609315604220459,7,5105503.447116599
859.0,0.02609315604220459,7,5115009.489445346
860.0,0.02609315604220459,7,0.6362383457317844
1000.0,0.02609315604220459,8,5101496.415073917
1001.0,0.02609315604220459,8,5150893.735371524
1002.0,0.02609315604220459,8,5292528.125022389
1003.0,0.02609315604220459,8,5092970.773875614
1004.0,0.02609315604220459,8,5215232.758735355
1005.0,0.02609315604220459,8,4985414.486613806
1006.0,0.02609315604220459,8,5161796.289672944
1007.0,0.02609315604220459,8,5038613.456435389
1008.0,0.02609315604220459,8,5176138.490847742
1009.0,0.02609315604220459,8,5115009.489445346
1010.0,0.02609315604220459,8,0.6362383457317844
1150.0,0.02609315604220459,9,4977953.309752327
1151.0,0.02609315604220459,9,5129615.136906604
1152.0,0.02609315604220459,9,5235333.405171848
1153.0,0.02609315604220459,9,4886662.972537943
1154.0,0.02609315604220459,9,5125375.503178095
1155.0,0.02609315604220459,9,5006029.561069214
1156.0,0.02609315604220459,9,5203234.432355749
1157.0,0.02609315604220459,9,5039210.221371764
1158.0,0.02609315604220459,9,5128533.702352866
1159.0,0.02609315604220459,9,5170387.230346544
1160.0,0.02609315604220459,9,0.6362508083025014
1300.0,0.02609315604220459,10,4518959.007513146
